sample_name	sample_name_original	barcode_prefix	sample_type	gcms_sample_name	gcms_sequence	gcms_analysis_batch	gcms_run_location	lcms_sample_name_fbmn	lcms_sample_name_cmn	lcms_batch	lcms_extraction_protocol	lcms_sample_type	lcms_sample_type_sub	collection_timestamp	depth_sample	depth_method	description	elevation	emp500_principal_investigator	emp500_study_id	emp500_title	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	environmental_package	geo_loc_name	host_subject_id	iron_mg_per_l	latitude	longitude	project_name	scientific_name	read_count_shotgun_r1	read_count_shotgun_woltka_uniq	read_count_shotgun_rep200	alpha_shotgun_woltka_min3450_richness	alpha_shotgun_woltka_min3450_shannon	alpha_shotgun_woltka_min3450_faithspd	alpha_shotgun_woltka_rar3450_richness	alpha_shotgun_woltka_rar3450_shannon	alpha_shotgun_woltka_rar3450_faithspd	alpha_shotgun_woltka_richness	alpha_shotgun_woltka_shannon	alpha_shotgun_woltka_faithspd	alpha_shotgun_woltka_min10k_richness	alpha_shotgun_woltka_min10k_shannon	alpha_shotgun_woltka_min10k_faithspd	alpha_shotgun_woltka_rar10k_richness	alpha_shotgun_woltka_rar10k_shannon	alpha_shotgun_woltka_rar10k_faithspd	songbird_trainTest_5050_empo_3	songbird_trainTest_5050_env_material	songbird_trainTest_8020_empo_3	songbird_trainTest_8020_env_material
13114.macrae.crerar.3.s002	MacRae3.soil.2	macrae-crerar.3.s002	soil	EMP_McR3_2_005_GC	not applicable	note applicable	PNNL	8A6_MacRae3-soil-2.mzML	8A6_MacRae3-soil-2	8	Bulk_Seed_PNNL	Sample	Bulk	07/09/2012 15:05	0.05	not applicable	Northern Mongolian soil 455	1741	MacRae-Crerar	3	Mongolia soils (NSF PIRE)	EMP sample	Free-living	Non-saline	Soil (non-saline)	montane grasslands and shrubland biome	steppe soil	soil	soil	soil	Mongolia	B09.CON.N.W.V.2012b.XX	not applicable	51.01.658	100.45.643	NSF PIRE Mongolia Project	soil metagenome	8289644	24067	100637	728	6.838564278	96.28196187	384	6.771761346	57.8397279	869	6.946644673	120.7528185	869	6.946644673	120.7528185	672	6.933500455	96.46612963	Train	Train	Train	Train
13114.macrae.crerar.3.s003	MacRae3.soil.3	macrae-crerar.3.s003	soil	EMP_McR3_3_006_GC	not applicable	note applicable	PNNL	8A7_MacRae3-soil-3.mzML	8A7_MacRae3-soil-3	8	Bulk_Seed_PNNL	Sample	Bulk	07/09/2012 15:17	0.05	not applicable	Northern Mongolian soil 456	1741	MacRae-Crerar	3	Mongolia soils (NSF PIRE)	EMP sample	Free-living	Non-saline	Soil (non-saline)	montane grasslands and shrubland biome	steppe soil	soil	soil	soil	Mongolia	B09.OTC.N.N.V.2012b.XX	not applicable	51.01.658	100.45.643	NSF PIRE Mongolia Project	soil metagenome	8900697	33826	111248	723	6.734584481	99.10633277	389	6.682701079	61.14655768	890	6.871820614	126.5937058	890	6.871820614	126.5937058	640	6.794464781	96.01189627	Test	Train	Train	Train
13114.macrae.crerar.3.s005	MacRae3.soil.5	macrae-crerar.3.s005	soil	EMP_McR3_5_007_GC	not applicable	note applicable	PNNL	8A8_MacRae3-soil-5.mzML	8A8_MacRae3-soil-5	8	Bulk_Seed_PNNL	Sample	Bulk	07/09/2012 14:15	0.05	not applicable	Northern Mongolian soil 460	1747	MacRae-Crerar	3	Mongolia soils (NSF PIRE)	EMP sample	Free-living	Non-saline	Soil (non-saline)	montane grasslands and shrubland biome	steppe soil	soil	soil	soil	Mongolia	B10.OTC.N.W.V.2012b.XX	not applicable	51.01.550	100.45.810	NSF PIRE Mongolia Project	soil metagenome	9582723	47801	166777	815	6.233223434	111.7726498	354	6.057276275	57.08169992	1013	6.365219736	144.451189	1012	6.364997514	143.7081162	634	6.2888599	94.2344565	Test	Train	Train	Train
13114.macrae.crerar.3.s001	MacRae3.soil.1	macrae-crerar.3.s001	soil	EMP_McR3_1_008_GC	not applicable	note applicable	PNNL	8A9_MacRae3-soil-1.mzML	8A9_MacRae3-soil-1	8	Bulk_Seed_PNNL	Sample	Bulk	07/09/2012 15:12	0.05	not applicable	Northern Mongolian soil 454	1741	MacRae-Crerar	3	Mongolia soils (NSF PIRE)	EMP sample	Free-living	Non-saline	Soil (non-saline)	montane grasslands and shrubland biome	steppe soil	soil	soil	soil	Mongolia	B09.OTC.N.W.V.2012b.XX	not applicable	51.01.658	100.45.643	NSF PIRE Mongolia Project	soil metagenome	2258412	8589	33156	498	6.486387492	77.15369893	353	6.381686769	58.49423513	579	6.597439736	93.8376953	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Train	Train	Train
13114.macrae.crerar.3.s007	MacRae3.soil.7	macrae-crerar.3.s007	soil	EMP_McR3_7_012_GC	not applicable	note applicable	PNNL	8B1_MacRae3-soil-7.mzML	8B1_MacRae3-soil-7	8	Bulk_Seed_PNNL	Sample	Bulk	07/09/2012 14:38	0.05	not applicable	Northern Mongolian soil 462	1747	MacRae-Crerar	3	Mongolia soils (NSF PIRE)	EMP sample	Free-living	Non-saline	Soil (non-saline)	montane grasslands and shrubland biome	steppe soil	soil	soil	soil	Mongolia	B10.OTC.N.N.V.2012b.XX	not applicable	51.01.550	100.45.810	NSF PIRE Mongolia Project	soil metagenome	13550	66	187	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	29	4.646444687	11.16117264	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Train	Train	Train
13114.lcms.blank.solvent.59	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	Resusp_solvent_20190211215134.mzML	Resusp_solvent_20190211215134	not applicable	Bulk_201901_UCSD	Background_control	Solvent	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.makhalanyane.46.s001	Makhalanyane46.TGP1	makhalanyane.46.s001	soil	EMP_TGP1_021_GC	not applicable	note applicable	PNNL	8B11_TGP1.mzML	8B11_TGP1	8	Bulk_Seed_PNNL	Sample	Bulk	04/07/2014 0:00	not provided	not applicable	Gravel sample from Namibia	70	Makhalanyane	46	Namibia gravel plain gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	tropical desert biome	gravel field	gravel	soil	soil	Namibia	TGP1	not applicable	-22.97918333	14.5836	Namibia gravel plain	soil metagenome	348	8	29	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6	2.5	4.326802819	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Test	Train	Train
13114.makhalanyane.47.s008	Makhalanyane47.TDT4	makhalanyane.47.s008	soil	EMP_TDT4_022_GC	not applicable	note applicable	PNNL	8B12_TDT4.mzML	8B12_TDT4	8	Bulk_Seed_PNNL	Sample	Bulk	11/16/14 0:00	not provided	not applicable	Dune sand from Namibia	421	Makhalanyane	47	Namibia dune aridity gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	tropical desert biome	dune	desert sand	soil	soil	Namibia	TDT4	0.36	-23.82001667	14.83916667	Namibia dune aridity gradient	sand metagenome	523	13	43	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8	2.931208949	4.86735198	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Train	Train	Test
13114.makhalanyane.46.s007	Makhalanyane46.TGP13	makhalanyane.46.s007	soil	EMP_TGP13_013_GC	not applicable	note applicable	PNNL	8B2_TGP13.mzML	8B2_TGP13	8	Bulk_Seed_PNNL	Sample	Bulk	04/07/2014 0:00	not provided	not applicable	Gravel sample from Namibia	957	Makhalanyane	46	Namibia gravel plain gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	tropical desert biome	gravel field	gravel	soil	soil	Namibia	TGP13	not applicable	-23.32035	15.62328333	Namibia gravel plain	soil metagenome	376831	7025	11470	182	2.441815616	33.46537854	151	2.50453246	29.1487174	202	2.54680013	37.5520717	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Train	Train	Train
13114.makhalanyane.46.s010	Makhalanyane46.TGP20	makhalanyane.46.s010	soil	EMP_TGP20_014_GC	not applicable	note applicable	PNNL	8B3_TGP20.mzML	8B3_TGP20	8	Bulk_Seed_PNNL	Sample	Bulk	04/08/2014 0:00	not provided	not applicable	Gravel sample from Namibia	1240	Makhalanyane	46	Namibia gravel plain gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	tropical desert biome	gravel field	gravel	soil	soil	Namibia	TGP20	not applicable	-23.2453	16.14331667	Namibia gravel plain	soil metagenome	10114774	72697	351076	679	3.476108135	98.73853897	249	3.470818586	42.38554582	832	3.654811775	124.0983154	831	3.654455837	124.0397996	432	3.604920794	72.03272431	Test	Train	Train	Test
13114.makhalanyane.46.s002	Makhalanyane46.TGP3	makhalanyane.46.s002	soil	EMP_TGP3_015_GC	not applicable	note applicable	PNNL	8B4_TGP3.mzML	8B4_TGP3	8	Bulk_Seed_PNNL	Sample	Bulk	04/07/2014 0:00	not provided	not applicable	Gravel sample from Namibia	279	Makhalanyane	46	Namibia gravel plain gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	tropical desert biome	gravel field	gravel	soil	soil	Namibia	TGP3	not applicable	-23.01486667	14.76665	Namibia gravel plain	soil metagenome	484	58	44	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	14	3.578001151	8.719536122	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Test	Train	Train
13114.makhalanyane.46.s003	Makhalanyane46.TGP5	makhalanyane.46.s003	soil	EMP_TGP5_016_GC	not applicable	note applicable	PNNL	8B5_TGP5.mzML	8B5_TGP5	8	Bulk_Seed_PNNL	Sample	Bulk	04/07/2014 0:00	not provided	not applicable	Gravel sample from Namibia	457	Makhalanyane	46	Namibia gravel plain gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	tropical desert biome	gravel field	gravel	soil	soil	Namibia	TGP5	not applicable	-23.03523333	14.94998333	Namibia gravel plain	soil metagenome	348	10	15	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	1.295461844	1.893032661	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Test	Train	Train
13114.makhalanyane.47.s002	Makhalanyane47.TDI4	makhalanyane.47.s002	soil	EMP_TDI4_017_GC	not applicable	note applicable	PNNL	8B6_TDI4.mzML	8B6_TDI4	8	Bulk_Seed_PNNL	Sample	Bulk	11/16/14 0:00	not provided	not applicable	Dune sand from Namibia	343	Makhalanyane	47	Namibia dune aridity gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	tropical desert biome	dune	desert sand	soil	soil	Namibia	TDI4	0.85	-23.82008333	14.83595	Namibia dune aridity gradient	sand metagenome	30	4	2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	0	0.921039622	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Test	Train	Train
13114.makhalanyane.46.s009	Makhalanyane46.TGP17	makhalanyane.46.s009	soil	EMP_TGP17_018_GC	not applicable	note applicable	PNNL	8B7_TGP17.mzML	8B7_TGP17	8	Bulk_Seed_PNNL	Sample	Bulk	04/08/2014 0:00	not provided	not applicable	Gravel sample from Namibia	1011	Makhalanyane	46	Namibia gravel plain gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	tropical desert biome	gravel field	gravel	soil	soil	Namibia	TGP17	not applicable	-23.34386667	15.91941667	Namibia gravel plain	soil metagenome	88560	1065	1828	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	100	3.697965705	22.03198296	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Train	Train	Test
13114.makhalanyane.46.s006	Makhalanyane46.TGP11	makhalanyane.46.s006	soil	EMP_TGP11_019_GC	not applicable	note applicable	PNNL	8B8_TGP11.mzML	8B8_TGP11	8	Bulk_Seed_PNNL	Sample	Bulk	04/07/2014 0:00	not provided	not applicable	Gravel sample from Namibia	859	Makhalanyane	46	Namibia gravel plain gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	tropical desert biome	gravel field	gravel	soil	soil	Namibia	TGP11	not applicable	-23.2912	15.4427	Namibia gravel plain	soil metagenome	14437	1081	1412	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	40	1.057483723	12.61566278	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Train	Train	Train
13114.makhalanyane.46.s004	Makhalanyane46.TGP7	makhalanyane.46.s004	soil	EMP_TGP7_020_GC	not applicable	note applicable	PNNL	8B9_TGP7.mzML	8B9_TGP7	8	Bulk_Seed_PNNL	Sample	Bulk	04/07/2014 0:00	not provided	not applicable	Gravel sample from Namibia	605	Makhalanyane	46	Namibia gravel plain gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	tropical desert biome	gravel field	gravel	soil	soil	Namibia	TGP7	not applicable	-23.09958333	15.12813333	Namibia gravel plain	soil metagenome	24582	2156	2155	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	59	1.537007385	14.24368448	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Test	Train	Train
13114.makhalanyane.46.s008	Makhalanyane46.TGP15	makhalanyane.46.s008	soil	EMP_TGP15_023_GC	not applicable	note applicable	PNNL	8C1_TGP15.mzML	8C1_TGP15	8	Bulk_Seed_PNNL	Sample	Bulk	04/08/2014 0:00	not provided	not applicable	Gravel sample from Namibia	881	Makhalanyane	46	Namibia gravel plain gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	tropical desert biome	gravel field	gravel	soil	soil	Namibia	TGP15	not applicable	-23.3021	15.79048333	Namibia gravel plain	soil metagenome	33660	508	1066	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	67	3.544408233	17.92217264	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Train	Train	Test
13114.myrold.59.s002	Myrold59.soil.2.NRCS0056	myrold.59.s002	soil	EMP_Myr_2_NRCS0056_032_GC	not applicable	note applicable	PNNL	8C10_Myrold59-soil-2-NRCS0056.mzML	8C10_Myrold59-soil-2-NRCS0056	8	Bulk_Seed_PNNL	Sample	Bulk	04/10/2015 0:00	0.15	not applicable	soil sample 8.Myrold59.soil.2.NRCS0056	70	Myrold	59	Oregon soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	cropland	soil	soil	soil	United States of America:Oregon:Benton County	NRCS0056	not applicable	44.62691	-123.21072	Microbial Biogeography of Oregon Soils	soil metagenome	26130165	432674	93185	817	4.753784252	119.2631157	256	4.678588659	47.2099757	1113	4.151413492	178.4323277	1111	4.151339468	176.9853961	303	4.125644064	61.83905146	Train	Train	Train	Train
13114.myrold.59.s011	Myrold59.soil.11.NRCS0221	myrold.59.s011	soil	EMP_Myr_11_NRCS0221_033_GC	not applicable	note applicable	PNNL	8C11_Myrold59-soil-11-NRCS0221.mzML	8C11_Myrold59-soil-11-NRCS0221	8	Bulk_Seed_PNNL	Sample	Bulk	4/21/15 0:00	0.15	not applicable	soil sample 8.Myrold59.soil.11.NRCS0221	6	Myrold	59	Oregon soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	cropland	soil	soil	soil	United States of America:Oregon:Tillamook County	NRCS0221	not applicable	45.47756	-123.84166	Microbial Biogeography of Oregon Soils	soil metagenome	19353226	79901	92092	987	6.268629588	137.4737713	399	6.118482293	70.23262567	1450	5.81847133	230.6181557	1449	5.818322267	230.1517664	726	5.718011458	126.762424	Test	Train	Train	Train
13114.myrold.59.s018	Myrold59.soil.18.NRCS0426	myrold.59.s018	soil	EMP_Myr_18_NRCS0426_034_GC	not applicable	note applicable	PNNL	8C12_Myrold59-soil-18-NRCS0426.mzML	8C12_Myrold59-soil-18-NRCS0426	8	Bulk_Seed_PNNL	Sample	Bulk	5/13/15 0:00	0.15	not applicable	soil sample 8.Myrold59.soil.18.NRCS0426	1242	Myrold	59	Oregon soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	cropland	soil	soil	soil	United States of America:Oregon:Harney County	NRCS0426	not applicable	42.26074	-118.60881	Microbial Biogeography of Oregon Soils	soil metagenome	100	4	2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	0	0.766989517	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Train	Train	Train
13114.makhalanyane.47.s006	Makhalanyane47.TDS8	makhalanyane.47.s006	soil	EMP_TDS8_024_GC	not applicable	note applicable	PNNL	8C2_TDS8.mzML	8C2_TDS8	8	Bulk_Seed_PNNL	Sample	Bulk	11/18/14 0:00	not provided	not applicable	Dune sand from Namibia	15	Makhalanyane	47	Namibia dune aridity gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	tropical desert biome	dune	desert sand	soil	soil	Namibia	TDS8	0.19	-23.67071667	14.50273333	Namibia dune aridity gradient	sand metagenome	23	4	4	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	0	1.110178948	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Train	Train	Train
13114.makhalanyane.47.s004	Makhalanyane47.TDS1	makhalanyane.47.s004	soil	EMP_TDS1_025_GC	not applicable	note applicable	PNNL	8C3_TDS1.mzML	8C3_TDS1	8	Bulk_Seed_PNNL	Sample	Bulk	11/15/14 0:00	not provided	not applicable	Dune sand from Namibia	503	Makhalanyane	47	Namibia dune aridity gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	tropical desert biome	dune	desert sand	soil	soil	Namibia	TDS1	0.28	-23.7852	15.0801	Namibia dune aridity gradient	sand metagenome	220	10	16	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	5	2.121928095	3.368642813	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Test	Train	Train
13114.makhalanyane.47.s007	Makhalanyane47.TDT1	makhalanyane.47.s007	soil	EMP_TDT1_026_GC	not applicable	note applicable	PNNL	8C4_TDT1.mzML	8C4_TDT1	8	Bulk_Seed_PNNL	Sample	Bulk	11/15/14 0:00	not provided	not applicable	Dune sand from Namibia	529	Makhalanyane	47	Namibia dune aridity gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	tropical desert biome	dune	desert sand	soil	soil	Namibia	TDT1	0.14	-23.7834	15.0804	Namibia dune aridity gradient	sand metagenome	6705	130	466	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	28	3.977350424	12.56013761	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Train	Train	Train
13114.makhalanyane.47.s005	Makhalanyane47.TDS4	makhalanyane.47.s005	soil	EMP_TDS4_027_GC	not applicable	note applicable	PNNL	8C5_TDS4.mzML	8C5_TDS4	8	Bulk_Seed_PNNL	Sample	Bulk	11/16/14 0:00	not provided	not applicable	Dune sand from Namibia	380	Makhalanyane	47	Namibia dune aridity gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	tropical desert biome	dune	desert sand	soil	soil	Namibia	TDS4	0.4	-23.82001667	14.83786667	Namibia dune aridity gradient	sand metagenome	156	9	67	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2	0.99107606	1.956765517	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Train	Train	Train
13114.makhalanyane.47.s009	Makhalanyane47.TDT8	makhalanyane.47.s009	soil	EMP_TDT8_028_GC	not applicable	note applicable	PNNL	8C6_TDT8.mzML	8C6_TDT8	8	Bulk_Seed_PNNL	Sample	Bulk	11/18/14 0:00	not provided	not applicable	Dune sand from Namibia	25	Makhalanyane	47	Namibia dune aridity gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	tropical desert biome	dune	desert sand	soil	soil	Namibia	TDT8	0.36	-23.67068333	14.5029	Namibia dune aridity gradient	sand metagenome	312	7	56	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	1.378783493	2.043091344	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Train	Train	Test
13114.makhalanyane.46.s005	Makhalanyane46.TGP9	makhalanyane.46.s005	soil	EMP_TGP9_029_GC	not applicable	note applicable	PNNL	8C7_TGP9.mzML	8C7_TGP9	8	Bulk_Seed_PNNL	Sample	Bulk	04/07/2014 0:00	not provided	not applicable	Gravel sample from Namibia	717	Makhalanyane	46	Namibia gravel plain gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	tropical desert biome	gravel field	gravel	soil	soil	Namibia	TGP9	not applicable	-23.19601667	15.2782	Namibia gravel plain	soil metagenome	120889	7129	8770	121	1.568707248	24.68955031	95	1.560981877	20.71542166	135	1.6392468	27.63849688	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Test	Train	Train
