rowid,mibig_accession,organism_name,ncbi_tax_id,smiles,inchikey,no_stereo_inchikey,compound_name,molecular_formula
574,BGC0000675,Streptomyces clavuligerus ATCC 27064,443255,CC1=C[C@@H]2[C@H](CC[C@@]([C@@H]2CC1)(C)O)C(C)C,LHYHMMRYTDARSZ-KBUPBQIOSA-N,LHYHMMRYTDARSZ,(+)-T-muurolol,C15H26O
575,BGC0001487,Streptomyces cyaneofuscatus,66883,C1=CC(=O)C(=C(C(=C1)O)O)O,HQLHJCFATKAUSO-UHFFFAOYSA-N,HQLHJCFATKAUSO,"3,7-dihydroxytropolone",C7H6O4
576,BGC0000947,Vibrio alginolyticus,663,C[C@@H](C(=O)NCCC(C(=O)O)C(CC(=O)O)(C(=O)O)O)N1C(=O)CC[C@]1(C(=O)O)O,FPHRKFJYHKRDFJ-LWYCVJHGSA-N,FPHRKFJYHKRDFJ,vibrioferrin,C16H22N2O12
577,BGC0001238,Aspergillus nidulans,162425,OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,YBJHBAHKTGYVGT,biotin,C10H16N2O3S
578,BGC0000188,Cylindrospermopsis raciborskii T3,398006,C1CN2C(=N[C@H]([C@H]3[C@]2(C1(O)O)N=C(N3)N)COC(=O)N)N,RPQXVSUAYFXFJA-HGRQIUPRSA-N,RPQXVSUAYFXFJA,saxitoxin,C10H17N7O4
579,BGC0000188,Cylindrospermopsis raciborskii T3,398006,C1CN2C(=N)N([C@H]([C@H]3[C@]2(C1(O)O)N=C(N3)N)COC(=O)N)O,PPEKGEBBBBNZKS-HGRQIUPRSA-N,PPEKGEBBBBNZKS,neosaxitoxin,C10H17N7O5
580,BGC0000188,Cylindrospermopsis raciborskii T3,398006,C1CN2C(=N[C@H]([C@H]3[C@]2(C1(O)O)N=C(N3)N)CO)N,VRRIYZJUSNMZMP-PJPYAQQDSA-N,VRRIYZJUSNMZMP,decarbamoylsaxitoxin,C9H16N6O3
581,BGC0000188,Cylindrospermopsis raciborskii T3,398006,C1[C@H](C([C@@]23N1C(=N[C@H]([C@@H]2NC(=N3)N)COC(=O)N)N)(O)O)OS(=O)(=O)O,ARSXTTJGWGCRRR-XXKOCQOQSA-N,ARSXTTJGWGCRRR,gonyautoxin 2,C10H17N7O8S
582,BGC0001804,Streptomyces sp. CB03234,1703937,C[C@H]1C[C@H](C(=O)/C=C/C=C/[C@@H]([C@H](OC(=O)/C=C/[C@@H]([C@H]1O)C)C)C)C,WDMWTIKQIXSBFK-XBESBCJHSA-N,WDMWTIKQIXSBFK,tiancimycin,C20H30O4
583,BGC0001089,Bacillus velezensis FZB42,326423,CC(C)CC(C(=O)NCCC/C=C\C=C\C(=C\C=C/C=C(/C)\C(CC(=O)N/C(=C\C=C\C=C\C(C)C(=O)O)/C)O)\C)O,VGZNPOHVJNZAOU-OISZERLPSA-N,VGZNPOHVJNZAOU,bacillaene,C34H50N2O6
584,BGC0000849,Streptomyces coelicolor A3(2),100226,CC(C)CCCC[C@@H](O)[C@H]1[C@H](CO)COC1=O,XRKZVXDFKCVICZ-IJLUTSLNSA-N,XRKZVXDFKCVICZ,SCB1,C13H24O4
585,BGC0000849,Streptomyces coelicolor A3(2),100226,[H][C@]1([C@H](O)CCCCCCC)[C@H](CO)COC1=O,MIVWVMMAZAALNA-IJLUTSLNSA-N,MIVWVMMAZAALNA,SCB2,C13H24O4
586,BGC0000849,Streptomyces coelicolor A3(2),100226,[H][C@]1([C@H](O)CCCCC(C)CC)[C@H](CO)COC1=O,QZOCOXOCSGUGFC-KIGPFUIMSA-N,QZOCOXOCSGUGFC,SCB3,C14H26O4
587,BGC0000349,Saccharopolyspora erythraea NRRL 2338,405948,CC(=O)N[C@H](CCCN(O)C(C)=O)C(=O)N[C@H](CO)C(=O)N(O)CCC[C@@H]1NC(=O)[C@H](CCCN(O)C(C)=O)NC1=O,OHIZVXAYPZKILQ-FUMNGEBKSA-N,OHIZVXAYPZKILQ,erythrochelin,C24H41N7O11
588,BGC0000092,Micromonospora megalomicea subsp. nigra,136926,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)O)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O[C@H]4C[C@H]([C@H]([C@@H](O4)C)O)N(C)C)C)C)O)(C)O,LRWRQTMTYVZKQW-WWDNQWNISA-N,LRWRQTMTYVZKQW,megalomicin A,C44H80N2O15
589,BGC0000092,Micromonospora megalomicea subsp. nigra,136926,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)OC(=O)C)(C)O)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O[C@H]4C[C@H]([C@H]([C@@H](O4)C)O)N(C)C)C)C)O)(C)O,WJOASKOPJZDBAH-WKBCHECCSA-N,WJOASKOPJZDBAH,megalomicin B,C46H82N2O16
590,BGC0000092,Micromonospora megalomicea subsp. nigra,136926,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)OC(=O)C)(C)OC(=O)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O[C@H]4C[C@H]([C@H]([C@@H](O4)C)O)N(C)C)C)C)O)(C)O,NGOSGEYHKQYUTN-XIBKBKGSSA-N,NGOSGEYHKQYUTN,megalomicin C1,C48H84N2O17
591,BGC0000092,Micromonospora megalomicea subsp. nigra,136926,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)OC(=O)CC)(C)OC(=O)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O[C@H]4C[C@H]([C@H]([C@@H](O4)C)O)N(C)C)C)C)O)(C)O,UAXBWJGWBJFVPK-ADJRBOKUSA-N,UAXBWJGWBJFVPK,megalomicin C2,C49H86N2O17
592,BGC0000215,Streptomyces cyaneus,1904,C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@@H]2[C@H](OC3(C[C@H]2O)O[C@@H]4[C@H](O[C@H](C[C@]4(O3)C)O[C@@H]5[C@H]([C@@H](O[C@@H]([C@@H]5OC)C)O[C@@H]6[C@H](O[C@H]([C@H]([C@H]6O)OC)O[C@H]7[C@@H]([C@H]8[C@H](CO7)O[C@@]9(O8)[C@H]1[C@H]([C@@]([C@H](O9)C)(C(=O)C)O)OCO1)OC(=O)C)COC)O)C)C)O)OC(=O)C1=C(C(=C(C(=C1OC)Cl)O)Cl)C,VVIAOPGTVSECTI-KVXQKUCTSA-N,VVIAOPGTVSECTI,curamycin,C59H84Cl2O32
593,BGC0000237,Streptomyces sanglieri,193460,COC12CC(=O)OC11C(=O)C3=C(O)C4=C5CN(C)C(=O)C5=C(O)C=C4C=C3C(=O)C1(CO2)OC1CC(O)C(O)C(C)O1,FUPCTCUEYKCRGQ-UHFFFAOYSA-N,FUPCTCUEYKCRGQ,lactonamycin Z,C28H27NO13
594,BGC0001304,Aspergillus flavus NRRL3357,332952,CC1=CC(=C(C2=C1C(=CC(=O)O2)OC)C3=C(C4=C(C=C(C=C4CO)OC)OC3=O)OC)OC,PQHCPIZEGQBDDY-UHFFFAOYSA-N,PQHCPIZEGQBDDY,aflavarin,C24H22O9
595,BGC0000776,Escherichia coli,562,CCCCCCCCCCCCCCCC1[C@H](OC([C@H]([C@@H]1OC(=O)CC(CCCCCCCCCCC)O)O)CO[C@H]2[C@H](C([C@@H](C(O2)CO[C@@]3(CC([C@H](C(O3)C(CO)O)O[C@H]4[C@@H](C([C@@H](C(O4)C(CO)O)OP(=O)(O)OP(=O)(O)OCCN)O[C@@H]5[C@@H](C([C@@H](C(O5)C(CO[C@@H]6[C@@H](C([C@](CO6)(C(CO)O)O)O)O)O)OP(=O)(O)O)O[C@@H]7C(C([C@@H](C(O7)CO[C@@H]8C(C([C@H](C(O8)CO)O)O)O)O)O[C@@H]9C(C([C@H](C(O9)CO)O)O)O[C@@H]1C(C([C@@H](C(O1)CO)O[C@@H]1C(C([C@H](C(O1)CO)O)OC1[C@@H](C(C([C@@H](O1)C)O[C@@H]1C(C([C@@H](C(O1)CO)O)O[C@@H]1C(C[C@H](C(O1)C)O)O)O[C@@H]1C(C([C@H](C(O1)CO)O)O)O)O)O)O)O)O[C@@H]1[C@H](C([C@@H](C(O1)CO)O)O)NC(=O)C)O)O)O)O[C@@]1(CC([C@H](C(O1)C(CO)O)O)O[C@@]1(CC([C@H](C(O1)C(CO)O)O)O)C(=O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)CP(=O)(O)O,YPXVSQSYDIMPDZ-AUUHBOKRSA-N,YPXVSQSYDIMPDZ,lipopolysaccharide,C205H366N3O117P5
596,BGC0001130,Xenorhabdus budapestensis,290110,CC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCC[C@@H](O)CCNC(=O)C[C@@H](O)C[C@@H](O)[C@@H]3CCCN3C(=O)C2NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)C[C@H](N)C(=O)O)CC(=O)NC2C,UQMLOLISKCIDNY-LJNVPVIVSA-N,UQMLOLISKCIDNY,fabclavine Ia,C70H125N13O13
597,BGC0000038,Streptomyces coelicolor A3(2),100226,C/C=C/C(=O)/C/1=C/C(=C\2/C=CCCN2)/SC[CH](C(=O)O1)NC(=O)C,RHGMVWUZXGSXCT-HXNNLKDLSA-N,RHGMVWUZXGSXCT,coelimycin P1,C17H20N2O4S
598,BGC0000147,Sorangium cellulosum,56,C[C@H]1/C=C/[C@H]([C@H](CCCC[C@H](OC(=O)[C@H]([C@@]2([C@@H]([C@H]([C@@H]([C@H]1O2)C)O)OC)O)C)C3=CC=CC=C3)OC)OC,WPMGNXPRKGXGBO-OFQQMTDKSA-N,WPMGNXPRKGXGBO,soraphen A,C29H44O8
599,BGC0001703,Nostoc sp. CCAP 1453/38,1570104,CCCCC/C1=N/N(C(=O)CCO)OC(CCCCC)C1,MPGIDXBHXRMMSY-UHFFFAOYSA-N,MPGIDXBHXRMMSY,nocuolin A,C16H30N2O3
600,BGC0001068,unidentified unclassified sequences.,12908,[H][C@@]12C[C@H](OC(C)=O)[C@@]3(C)OC4=C([C@H](O)[C@]3([H])[C@@]1(C)CC[C@H](OC(C)=O)[C@@]2(C)COC(C)=O)C(=O)OC(=C4)C1=CN=CC=C1,PMMQOFWSZRQWEV-RVTXXDJVSA-N,PMMQOFWSZRQWEV,pyripyropene A,C31H37NO10
601,BGC0000692,Streptoalloteichus hindustanus,2017,CN[C@H]1[C@H]([C@@H]2[C@H](C[C@H](C(O2)O[C@@H]3[C@H](C[C@H]([C@@H]([C@H]3O)O)N)N)N)O[C@@H]1O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)N)O)O)O,XZNUGFQTQHRASN-XZEBHBPDSA-N,XZNUGFQTQHRASN,apramycin,C21H41N5O11
602,BGC0000891,Pseudoalteromonas luteoviolacea 2ta16,1353533,C1=C(C=C(C(=C1Br)O)C2=C(C(=C(N2)Br)Br)Br)Br,LXMNWKJHYOZUQL-UHFFFAOYSA-N,LXMNWKJHYOZUQL,pentabromopseudilin,C10H4Br5NO
603,BGC0001562,Streptomyces curacoi,146536,CC[C@H](C)[C@@H]3NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](Cc1c[nH]c2ccc(Cl)cc12)NC(=O)C(C(O)C(N)=O)NC(=O)[C@H](CCCN)NC3=O,CUXAULQHGRSWLF-IKVCUCANSA-N,CUXAULQHGRSWLF,curacomycin,C37H56ClN9O8
604,BGC0001266,Cladonia grayi,27339,CCCCCCCC1=C2C(=CC(=C1C(=O)O)O)OC(=O)C3=C(O2)C=C(C=C3C)OC,ADTVCAUSELVFML-UHFFFAOYSA-N,ADTVCAUSELVFML,grayanic acid,C23H26O7
605,BGC0001136,Beauveria bassiana,176275,OC1=CC=C(C2=CN(O)C(C(C(/C=C/C=C/C=C/[C@H](C)CC)=O)=C2O)=O)C=C1,GPKLYJPPSDXTEH-OYOGBVJSSA-N,GPKLYJPPSDXTEH,desmethylbassianin,C22H23NO5
606,BGC0000088,Aspergillus terreus,33178,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@H](C)CC,PCZOHLXUXFIOCF-YPQFMRJXSA-N,PCZOHLXUXFIOCF,monacolin K,C24H36O5
607,BGC0001036,Streptomyces sp. MK498-98F14,1414447,[H][C@]1(NC(=O)[C@@](C)(O)[C@@]2(O)CC[C@H](C[C@@H](C)CC)[C@@H](CC)O2)[C@@H](OC(=O)[C@]([H])(C(C)C)N(O)C(=O)[C@H]2N(CC[C@@]2(C)O)C(=O)[C@H]2C[C@@H](O)CNN2C(=O)[C@H](C)N(O)C(=O)[C@H]2CCCNN2C1=O)C(C)C,IHVXCLXQTOSBMJ-FINQWCIQSA-N,IHVXCLXQTOSBMJ,polyoxypeptin,C45H76N8O15
608,BGC0000858,Methylobacter marinus,34058,CC1=NCC[C@H](N1)C(=O)O,WQXNXVUDBPYKBA-YFKPBYRVSA-N,WQXNXVUDBPYKBA,ectoine,C6H10N2O2
609,BGC0000921,Pseudomonas putida,303,O=C(OC(CCCCCC(O)C(N)=O)CCCCCC)C(CC=C1)N1C(C2=C(O)C=CC=C2)=O,HDPPSWUQDQXSJU-UHFFFAOYSA-N,HDPPSWUQDQXSJU,promysalin,C26H38N2O6
610,BGC0001561,Streptomyces curacoi,146536,CC[C@H](C)[C@@H]3NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](Cc1c[nH]c2ccc(Cl)cc12)NC(=O)C(C(O)C(N)=O)NC(=O)[C@H](CCCN)NC3=O,CUXAULQHGRSWLF-IKVCUCANSA-N,CUXAULQHGRSWLF,curacomycin,C37H56ClN9O8
611,BGC0001376,Streptosporangium sp. FXJ7.131,683272,COC1=C2C(O)CC3=CC4=C(C(=O)OC(C)C4)C(O)=C3C2=C(O)C2=C1C(=O)C1=C(C=CC=C1O)C2=O,HRWPMELFEHBAIH-UHFFFAOYSA-N,HRWPMELFEHBAIH,WS79089A,C27H20O9
612,BGC0001376,Streptosporangium sp. FXJ7.131,683272,COC1=C2[C@@H](CC3=C(C(O)=C4C(=O)O[C@H](C)CC4=C3)C2=C(O)C2=C1C(=O)C1=C(O)C=CC=C1C2=O)OC(C)=C,POUPLYRFPHPSJV-SJKOYZFVSA-N,POUPLYRFPHPSJV,hexaricin B,C30H24O9
613,BGC0001376,Streptosporangium sp. FXJ7.131,683272,COC1=C2CCC3=C(C(O)=C4C(=O)O[C@@H](C)CC4=C3)C2=C(O)C2=C1C(=O)C1=C(O)C=CC=C1C2=O,VDBDMDLSSKXMLC-JTQLQIEISA-N,VDBDMDLSSKXMLC,hexaricin C,C27H20O8
614,BGC0000382,Streptomyces toxytricini,67369,CCCCCC[C@H]1[C@H](C[C@H](C\C=C/C\C=C/CCCCC)OC(=O)[C@H](CC(C)C)NC=O)OC1=O,OQMAKWGYQLJJIA-CUOOPAIESA-N,OQMAKWGYQLJJIA,lipstatin,C29H49NO5
615,BGC0000379,Streptomyces viridochromogenes,1938,CCC(C)[C@@H]1NC(=O)[C@H](NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)C2CCCCN2C(=O)[C@H](CNC(=O)[C@@H]2CCCN2C1=O)NC(=O)[C@H](CC(O)=O)NC(=O)\C=C\CCCCCCCCCC(C)C)C(C)O,JHAQMJWHVDTRJM-QCOCLPGKSA-N,JHAQMJWHVDTRJM,glycinocin A,C57H90N12O19
616,BGC0001328,Micromonospora sp. M42,457406,CN(CC(N[C@@H]([C@@H](C(N)=O)O)C(OC([C@H](C)CCCCCCCCCCCC(C)C)[C@H](C)C(N1)=O)=O)=O)C(/C=C/C1=C)=O,NODOLTRBPIFGCQ-CEIJAINISA-N,NODOLTRBPIFGCQ,rakicidin A,C32H54N4O7
617,BGC0001328,Micromonospora sp. M42,457406,CN(CC(N[C@@H]([C@@H](C(N)=O)O)C(OC([C@H](C)CCCCCCCCCCCCC(C)C)[C@H](C)C(N1)=O)=O)=O)C(/C=C/C1=C)=O,AKYUFOZFLOQQQL-ATABALJVSA-N,AKYUFOZFLOQQQL,rakicidin B,C33H56N4O7
618,BGC0000314,Pseudoalteromonas piscicida JCM 20779,1117317,O=C([C@H](CC(N)=O)NC1=O)N[C@H](CC(N)=O)C(N[C@H]([C@@H](C)CC)C(O[C@H](C)[C@H](C(N[C@@H]1C(C)C)=O)NC(/C=C/C=C/C=C/C=C/C2=CC=C(O)C(Br)=C2)=O)=O)=O,VJNFPXDPZJZUKS-GKVKYJHQSA-N,VJNFPXDPZJZUKS,bromoalterochromide A,C38H50BrN7O10
619,BGC0000671,Oryza sativa Japonica Group,39947,C[C@]1(CC[C@@H]2C(=C[C@@H]3[C@@H]4[C@@]2(CCC(=O)[C@@]4(C(=O)O3)C)C)C1)C=C,MPHXYQVSOFGNEN-JGHPTVLTSA-N,MPHXYQVSOFGNEN,momilactone,C20H26O3
620,BGC0000968,Penicillium expansum,27334,CC[C@H]1[C@H]2[C@@H](NC(=O)[C@@]23[C@@H](/C=C/C[C@@H](/C=C(\[C@H](C(=O)/C=C/C3=O)O)/C)C)[C@H]4[C@@]1(O4)C)[C@@H](C)C5=CNC6=CC=CC=C65,RSYKJHLWNMXRKZ-RVUXUPINSA-N,RSYKJHLWNMXRKZ,chaetoglobosins,C34H40N2O5
621,BGC0000069,Archangium violaceum Cb vi76,1406225,CO[C@@H]([C@H](C)[C@@H](O)CC(O)=O)C(C)(C)C(=O)[C@@H](C)C[C@H](C)[C@H](O)[C@@]1(C)O[C@@H]1[C@@H](C)C=C(C)C,QQRFTCUQLLWQEO-AVPWRDOMSA-N,QQRFTCUQLLWQEO,gephyronic acid,C26H46O7
622,BGC0000002,Kutzneria albida DSM 43870,1449976,CCCC(O[C@H]1C[C@](C)(N)[C@H](O)[C@H](C)O1)C(C)C(O)C(CC)\C=C\C(O)C(C)C1C\C=C(C)\C(O)C(C)C(CC(O)C(C)C(O)CC2CC(O)C(O)C(O)(CC(O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O[C@H]4C[C@@H](N)[C@H](O)[C@@H](C)O4)[C@H]3O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)C(C)CCC(O)CC(O)C\C=C(CC)\C(=O)O1)O2)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,VJKZKLDZOAFAEE-QIESNYARSA-N,VJKZKLDZOAFAEE,aculeximycin,C81H144N2O33
623,BGC0001215,Streptomyces conglobatus,1653203,C[C@@H]1C[C@H](C)[C@H](CC2=CN=CO2)OC(=O)\C(C)=C/[C@H](C)C[C@H](C)[C@H](CC2=CN=CO2)OC(=O)\C(C)=C/1,LAJRJVDLKYGLOO-NLISZJEWSA-N,LAJRJVDLKYGLOO,conglobatin,C28H38N2O6
624,BGC0000674,Streptomyces clavuligerus ATCC 27064,443255,CC1=C[C@@H]2[C@H](CCC(=C2CC1)C)C(C)C,FUCYIEXQVQJBKY-UKRRQHHQSA-N,FUCYIEXQVQJBKY,(-)-δ-cadinene,C15H24
625,BGC0000362,Mycobacterium avium,1764,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(CC(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@H]([C@@H](C)OC2[C@@H]([C@@H]([C@@H]([C@@H](O2)C)O)O)O[C@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O)O[C@H]4[C@@H]([C@H]([C@H]5[C@H](O4)CO[C@](O5)(C)C(=O)O)OC)O)O)C(=O)N[C@H](C)C(=O)N[C@@H](C)COC6[C@@H]([C@@H]([C@H]([C@@H](O6)C)OC)OC)O)O.O,ORFKHCALHZTTTL-LRUVWLFWSA-N,ORFKHCALHZTTTL,glycopeptidolipid,C81H142N4O27
626,BGC0001145,Streptomyces mobaraensis NBRC 13819 = DSM 40847,1223523,[H][C@]12CSC(=N1)C1=CSC(=N1)C1=CSC(=N1)C(=C)NC(=O)[C@@]1([H])CSC(=N1)C1=CSC(=N1)C1=CC=C3C(=N1)[C@H](C)NC(=O)[C@]1([H])CCCN1C(=O)\C(NC(=O)CNC(=O)[C@H](CCCNC(N)=N)NC(=O)C(C)(NC(=O)\C(NC(=O)C1CSC(=N1)[C@H](CC(N)=O)NC3=O)=C\C)SC[C@H](NC2=O)C(O)=O)=C\C,GMFKDKZZMAPRGJ-GLERVACHSA-N,GMFKDKZZMAPRGJ,cyclothiazomycin b1,C61H69N21O13S7
627,BGC0001310,Streptomyces clavuligerus ATCC 27064,443255,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,FTVWIRXFELQLPI-UHFFFAOYSA-N,FTVWIRXFELQLPI,naringenin,C15H12O5
628,BGC0000321,Collariella virescens,1934374,CN1C(=O)C23CC4(C(N2C(=O)C1(SS3)CO)NC5=CC=CC=C54)C67CC89C(=O)N(C(C(=O)N8C6NC1=CC=CC=C71)(SS9)CO)C,PZPPOCZWRGNKIR-UHFFFAOYSA-N,PZPPOCZWRGNKIR,chaetocin,C30H28N6O6S4
629,BGC0000895,Lactobacillus plantarum subsp. plantarum,337330,C(C[C@@H](C(=O)O)N)CNC(=O)N,RHGKLRLOHDJJDR-BYPYZUCNSA-N,RHGKLRLOHDJJDR,citrulline,C6H13N3O3
630,BGC0001041,Salinispora tropica CNB-440,369723,[H][C@](O)([C@@]1([H])CCCC=C1)[C@@]12NC(=O)[C@H](CCCl)[C@]1(C)OC2=O,NGWSFRIPKNWYAO-SHTIJGAHSA-N,NGWSFRIPKNWYAO,salinosporamide A,C15H20ClNO4
631,BGC0000438,Pseudomonas syringae pv. syringae,321,CCCCCCCC(CC(=N/C(=C\C)/C(=O)N1CCC[C@H]1C(=N[C@@H](C(C)C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N[C@@H](C(C)C)C(=N[C@@H](CC(C)C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N/C(=C\C)/C(=N[C@@H](C(C)C)C(=N/C(=C\C)/C(=N[C@@H](C)C(=N[C@@H](C(C)C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N/C(=C\C)/C(=N[C@H]2C(OC(=O)[C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C2O)CO)O)C)O)C(C)C)O)C)O)CCN)O)CCN)O)CC3=CC=C(C=C3)O)C)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O,UMIOOXCZNZIVGY-KALDKNCFSA-N,UMIOOXCZNZIVGY,syringopeptin 25A,C113H183N27O30
632,BGC0001212,Nannocystis sp. MB1016,1696011,C[C@@H](CC)[C@@H]1N(C([C@@]2(C)[C@H](C[C@H](/C(C)=C/C=C/[C@H]([C@@H](C3=CC=CC=C3)OC([C@H](C(O)(C)C)NC([C@H](NC1=O)CC4=CC(Cl)=C(O)C(Cl)=C4)=O)=O)C)OC)O2)=O)C,PEOAVEOEVIQCMT-XWDGXJISSA-N,PEOAVEOEVIQCMT,nannocystin a,C42H55Cl2N3O9
633,BGC0001372,Penicillium thymicola,293382,CC1(CCC(OC1)(C)/C=C/C2=C(C3=C(C=C2)NC(=O)C(C3(C4=CC=C(C=C4)OC)O)OC)O)C,CVWJKBJRSZXDIW-OUKQBFOZSA-N,CVWJKBJRSZXDIW,penigequinolone A,C27H33NO6
634,BGC0001156,Streptomyces platensis,58346,C[C@@]1(C2C[C@@H]3CC[C@]2(CC3=C)C=CC1=O)CCC(=O)NC4=C(C=CC(=C4O)C(=O)O)O,DWUHGPPFFABTIY-KMVHLTCXSA-N,DWUHGPPFFABTIY,platencin,C24H27NO6
635,BGC0000621,Escherichia coli,562,C[C@H]1C(=O)N[C@H]2CSSC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H](NC(=O)CNC(=O)[C@@H](NC2=O)[C@@H](C)O)C(=O)N[C@@H](CC4=CC=C(C=C4)O)C(=O)O)C(=O)N[C@@H](CSSC[C@@H](C(=O)N3)N)C(=O)N[C@H](C(=O)N5CCC[C@H]5C(=O)N1)CC(=O)N)CC6=CC=C(C=C6)O)CCC(=O)O,KXGCNMMJRFDFNR-WDRJZQOASA-N,KXGCNMMJRFDFNR,linaclotide,C59H79N15O21S6
636,BGC0000549,Streptococcus salivarius,1304,[H]N[C@@H](CC1=CC=CC=C1)C(N/C(C(N[C@@H]2C(N[C@@H](CC3=CN=CN3)C(NC(C(N[C@H](C(N[C@@H](CSC2)C(N[C@@H]4C(N5CCC[C@H]5C(NCC(N[C@@H](CSCC4)C(N[C@]([C@@H](C)CC)([H])C(N[C@@H]6C(NCC(N[C@H](C(N[C@H](C(N[C@@H](CCSC)C(NCC(N[C@@H](CSCC6)C(N[C@@H](CC7=CN=CN7)C(N[C@]([C@@H](C)CC)([H])C(N[C@H](C(N[C@@H]8C(N[C@]([C@@H](C)CC)([H])C(NCC(N[C@@H](CSC8)C(N[C@H](C(N[C@H](C(N[C@@H](CC9=CN=CN9)C(N[C@]([C@@H](C)CC)([H])C(N[C@H](C(N[C@]([H])(C(NC(C(N[C@H](C(O)=O)CCCCN)=O)=C)=O)[C@H](CC)C)=O)CC%10=CN=CN%10)=O)=O)=O)C(C)C)=O)CC(N)=O)=O)=O)=O)=O)=O)CCC(N)=O)=O)=O)=O)=O)=O)=O)CC(C)C)=O)C(C)C)=O)=O)=O)=O)=O)=O)=O)=O)=O)CC(C)C)=O)=C)=O)=O)=O)=C\C)=O,IQMGJYUXYHZXJF-ANHCEPLNSA-N,IQMGJYUXYHZXJF,salivaricin D,C154H235N45O37S5
637,BGC0000195,Streptomyces sp. CM020,569580,OC1=C2C(C=C(C)O[C@@H]2CCC)=CC3=C1C(C([C@]4([H])O[C@@H](CO)[C@H](O)CO4)=CC3=O)=O,DRXHQLTVRTWTGH-FSNCLGKMSA-N,DRXHQLTVRTWTGH,alnumycin A,C22H24O8
638,BGC0000195,Streptomyces sp. CM020,569580,CC(O[C@@H]1CCC)=CC(C1=C2O)=CC3=C2C(C([C@@]4([H])O[C@@](CO[C@H]5O)([H])[C@@]5([H])O4)=CC3=O)=O,HLMIGMDSLGMUPV-ZGNIOFJSSA-N,HLMIGMDSLGMUPV,alnumycin B,C22H22O8
639,BGC0000195,Streptomyces sp. CM020,569580,CC(O[C@@H]1CCC)=CC(C1=C2O)=CC3=C2C(C([C@]4([H])O[C@H](CO)[C@@H](O)[C@H]4O)=CC3=O)=O,SZBHSSGJBUMHOR-ZEBVBCIMSA-N,SZBHSSGJBUMHOR,alnumycin C,C22H24O8
