sample_name	sample_name_original	barcode_prefix	sample_type	gcms_sample_name	gcms_sequence	gcms_analysis_batch	gcms_run_location	lcms_sample_name_fbmn	lcms_sample_name_cmn	lcms_batch	lcms_position	lcms_extraction_protocol	lcms_sample_type	lcms_sample_type_sub	lcms_replicate	collection_timestamp	depth_sample	depth_method	description	elevation	emp500_principal_investigator	emp500_study_id	emp500_pi_study_id	emp500_title	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	environmental_package	geo_loc_name	host_subject_id	iron_mg_per_l	latitude	longitude	project_name	scientific_name	read_count_shotgun_r1	read_count_shotgun_woltka_uniq	read_count_shotgun_rep200	alpha_shotgun_woltka_min3450_richness	alpha_shotgun_woltka_min3450_shannon	alpha_shotgun_woltka_min3450_faithspd	alpha_shotgun_woltka_rar3450_richness	alpha_shotgun_woltka_rar3450_shannon	alpha_shotgun_woltka_rar3450_faithspd	alpha_shotgun_woltka_richness	alpha_shotgun_woltka_shannon	alpha_shotgun_woltka_faithspd	alpha_shotgun_woltka_min10k_richness	alpha_shotgun_woltka_min10k_shannon	alpha_shotgun_woltka_min10k_faithspd	alpha_shotgun_woltka_rar10k_richness	alpha_shotgun_woltka_rar10k_shannon	alpha_shotgun_woltka_rar10k_faithspd	songbird_train_empo_3
13114.metcalf.40.s012	Metcalf40.10141.G.soil.T5.5	metcalf.40.s012	soil	not applicable	not applicable	not applicable	not applicable	1D1_1_50_metcalf-40-s012-a03.mzML	1D1_1_50_metcalf-40-s012-a03	1.00	1D1	Bulk_201901_UCSD	Sample	Bulk	no	6/27/12 0:00	0	not applicable	10141.G.soil.T5.5	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	temperate grassland biome	grassland soil	soil	soil	soil	United States of America:State of Colorado:City of Boulder	G.soil.T5.5	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	13627895.0	343117.0	1009631.0	1152.0	6.181631311	150.1252393	332.0	5.976959073	51.25593618	1837.0	6.522582244453492	244.03235084055584	1837.0	6.522582244453492	244.03235084055584	605.0	6.4561244337865995	92.20047935877436	Train
13114.metcalf.40.s013	Metcalf40.10143.004.4.25.2013.Soil.Head.SiteA	metcalf.40.s013	soil	EMP_Feces_metcalf_40_s013_a03_M_075	075	note applicable	UCSD	1B12_1_33_metcalf-40-s013-a04.mzML	1B12_1_33_metcalf-40-s013-a04	1.00	1B12	Bulk_201901_UCSD	Sample	Bulk	no	4/25/13 0:00	0	not applicable	10143.004.4.25.2013.Soil.Head.SiteA	113.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	temperate coniferous forest biome	forest soil	soil	soil	soil	United States of America:State of Texas:City of Huntsville	Soil.Head.SiteA	not applicable	30.71308	-95.55	Mouse decomposition experiment on contrasting soil types	soil metagenome	12287519.0	2111949.0	6385727.0	954.0	4.16862443	118.2255871	141.0	4.065474431	23.0859486	1479.0	4.879316562065607	171.51580477356856	1478.0	4.87928045411899	171.50662752404696	325.0	4.824330547977975	47.39350560313324	Test
13114.metcalf.40.s014	Metcalf40.10143.016.4.25.2013.Soil.ctrl.ctrlB	metcalf.40.s014	soil	EMP_Feces_metcalf_40_s014_a03_M_076	076	note applicable	UCSD	1A1_1_1_metcalf-40-s014-a04.mzML	1A1_1_1_metcalf-40-s014-a04	1.00	1A1	Bulk_201901_UCSD	Sample	Bulk	no	4/25/13 0:00	0	not applicable	10143.016.4.25.2013.Soil.ctrl.ctrlB	113.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	temperate coniferous forest biome	forest soil	soil	soil	soil	United States of America:State of Texas:City of Huntsville	Soil.ctrl.ctrlB	not applicable	30.71308	-95.55	Mouse decomposition experiment on contrasting soil types	soil metagenome	8290897.0	56828.0	182891.0	705.0	4.409516145	102.8139016	237.0	4.262975164	41.59773787	882.0	4.5760003780000185	131.4010576604487	881.0	4.575415634925526	131.20443609343783	500.0	4.5687236130923745	83.0368810606742	Train
13114.metcalf.81.s001	Metcalf81.10141.D.skin.body.T4.1	metcalf.81.s001	skin	EMP_Feces_metcalf_81_s001_a03_M_267	267	note applicable	UCSD	5A10_2_52_metcalf-81-s001-a04.mzML	5A10_2_52_metcalf-81-s001-a04	5.00	5A10	Bulk_201901_UCSD	Sample	Bulk	no	6/12/12 0:00	0	not applicable	10141.D.skin.body.T4.1	1624.1	Metcalf	81	Metcalf81	Mouse decomposition skin	EMP sample	Host-associated	Animal	Animal corpus	urban biome	animal-associated habitat	sebum	host-associated	host-associated	United States of America:State of Colorado:City of Boulder	D.skin.body.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	mouse skin metagenome	14764764.0	3159939.0	3111814.0	211.0	1.137088395	45.11307575	31.0	1.063603948	11.55299875	373.0	1.2028941835028684	67.01306649231789	373.0	1.2028941835028684	67.01306649231789	48.0	1.183617981866228	14.623327202085193	Test
13114.metcalf.81.s002	Metcalf81.10141.F.skin.body.T4.1	metcalf.81.s002	skin	EMP_Feces_metcalf_81_s002_a03_M_268	268	note applicable	UCSD	5A9_2_40_metcalf-81-s002-a04.mzML	5A9_2_40_metcalf-81-s002-a04	5.00	5A9	Bulk_201901_UCSD	Sample	Bulk	no	6/12/12 0:00	0	not applicable	10141.F.skin.body.T4.1	1624.1	Metcalf	81	Metcalf81	Mouse decomposition skin	EMP sample	Host-associated	Animal	Animal corpus	urban biome	animal-associated habitat	sebum	host-associated	host-associated	United States of America:State of Colorado:City of Boulder	F.skin.body.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	mouse skin metagenome	11608813.0	490220.0	15570212.0	284.0	2.323580931	46.61089086	84.0	2.335893313	20.05744665	580.0	4.082907866146584	86.32094143415384	580.0	4.082907866146584	86.32094143415384	196.0	4.0890913744905895	35.4252010151199	Train
13114.metcalf.81.s003	Metcalf81.10141.G.skin.body.T4.1	metcalf.81.s003	skin	EMP_Feces_metcalf_81_s003_a03_M_269	269	note applicable	UCSD	5B1_2_64_metcalf-81-s003-a04.mzML	5B1_2_64_metcalf-81-s003-a04	5.00	5B1	Bulk_201901_UCSD	Sample	Bulk	no	6/12/12 0:00	0	not applicable	10141.G.skin.body.T4.1	1624.1	Metcalf	81	Metcalf81	Mouse decomposition skin	EMP sample	Host-associated	Animal	Animal corpus	urban biome	animal-associated habitat	sebum	host-associated	host-associated	United States of America:State of Colorado:City of Boulder	G.skin.body.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	mouse skin metagenome	14987870.0	198965.0	1900339.0	251.0	2.207650291	53.51267735	63.0	2.09636945	21.76712433	447.0	3.570303841313051	82.75162829187661	447.0	3.570303841313051	82.75162829187661	192.0	3.547255284883588	45.65173243892991	Test
13114.minich.76.s001	Minich76.BM	minich.76.s001	stool	EMP_Feces_minich_76_s001_a03_M_261	261	note applicable	UCSD	5A8_2_31_minich-76-s001-a04.mzML	5A8_2_31_minich-76-s001-a04	5.00	5A8	Bulk_201901_UCSD	Sample	Bulk	no	7/1/15 0:00	not applicable	not applicable	broiler chicken manure	782.0	Minich	76	Minich76	Livestock feces	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	host-associated habitat	animal manure	host-associated	host-associated	Malawi:Zomba	BM1	not applicable	15.2769	35.3989	Malawi fish pond manuring	gut metagenome	12659405.0	1869138.0	3119558.0	598.0	3.669727787	103.4486166	142.0	3.620559254	35.92629004	1806.0	4.202790441576257	260.1707084480249	1800.0	4.2027152243653845	259.92863280382716	300.0	4.148069672242613	66.83395619174553	Train
13114.minich.76.s002	Minich76.CM	minich.76.s002	stool	EMP_Feces_minich_76_s002_a03_M_262	262	note applicable	UCSD	5B2_2_66_minich-76-s002-a04.mzML	5B2_2_66_minich-76-s002-a04	5.00	5B2	Bulk_201901_UCSD	Sample	Bulk	no	7/1/15 0:00	not applicable	not applicable	cow manure	782.0	Minich	76	Minich76	Livestock feces	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	host-associated habitat	animal manure	host-associated	host-associated	Malawi:Zomba	CM1	not applicable	15.2769	35.3989	Malawi fish pond manuring	gut metagenome	18544183.0	143639.0	472742.0	1102.0	4.935628405	151.99278669999995	357.0	4.779657418999999	60.24111865	1885.0	5.598755525518364	283.35562650349584	1882.0	5.598408089102	282.735203711748	769.0	5.5165289085549984	131.7440144072848	Test
13114.minich.76.s003	Minich76.GM	minich.76.s003	stool	EMP_Feces_minich_76_s003_a03_M_263	263	note applicable	UCSD	5A7_2_26_minich-76-s003-a04.mzML	5A7_2_26_minich-76-s003-a04	5.00	5A7	Bulk_201901_UCSD	Sample	Bulk	no	7/1/15 0:00	not applicable	not applicable	guinea fowl manure	782.0	Minich	76	Minich76	Livestock feces	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	host-associated habitat	animal manure	host-associated	host-associated	Malawi:Zomba	GM1	not applicable	15.2769	35.3989	Malawi fish pond manuring	gut metagenome	12733176.0	2916721.0	6773878.0	966.0	3.77458056	137.881899	166.0	3.685145598	32.42124345	2305.0	5.380519747883562	311.6573753669793	2302.0	5.380481085667569	311.3612697110732	376.0	5.330464142444544	68.30262884779222	Train
13114.minich.76.s004	Minich76.LM	minich.76.s004	stool	EMP_Feces_minich_76_s004_a03_M_264	264	note applicable	UCSD	5A11_2_63_minich-76-s004-a04.mzML	5A11_2_63_minich-76-s004-a04	5.00	5A11	Bulk_201901_UCSD	Sample	Bulk	no	7/1/15 0:00	not applicable	not applicable	layer chicken manure	782.0	Minich	76	Minich76	Livestock feces	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	host-associated habitat	animal manure	host-associated	host-associated	Malawi:Zomba	LM1	not applicable	15.2769	35.3989	Malawi fish pond manuring	gut metagenome	3638612.0	803988.0	2424796.0	513.0	3.555485144	85.91370963	86.0	3.490748095	24.08201862	1125.0	4.82190645937559	165.26573395527268	1122.0	4.821793682350305	165.24733071639392	281.0	4.7717383443894015	58.0255368984433	Test
13114.minich.76.s005	Minich76.PM	minich.76.s005	stool	EMP_Feces_minich_76_s005_a03_M_265	265	note applicable	UCSD	5B4_2_78_minich-76-s005-a04.mzML	5B4_2_78_minich-76-s005-a04	5.00	5B4	Bulk_201901_UCSD	Sample	Bulk	no	7/1/15 0:00	not applicable	not applicable	pig manure	782.0	Minich	76	Minich76	Livestock feces	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	host-associated habitat	animal manure	host-associated	host-associated	Malawi:Zomba	PM1	not applicable	15.2769	35.3989	Malawi fish pond manuring	gut metagenome	12433199.0	795295.0	2010479.0	1088.0	5.545228852	159.9780931	311.0	5.379653163	56.22977331	2271.0	5.1240401745136746	344.57305699504576	2269.0	5.124000139498585	344.1725091986512	504.0	5.042729932610828	108.3379899717138	Train
13114.minich.76.s006	Minich76.QM	minich.76.s006	stool	EMP_Feces_minich_76_s006_a03_M_266	266	note applicable	UCSD	5B3_2_71_minich-76-s006-a04.mzML	5B3_2_71_minich-76-s006-a04	5.00	5B3	Bulk_201901_UCSD	Sample	Bulk	no	7/1/15 0:00	not applicable	not applicable	quail manure	782.0	Minich	76	Minich76	Livestock feces	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	host-associated habitat	animal manure	host-associated	host-associated	Malawi:Zomba	QM1	not applicable	15.2769	35.3989	Malawi fish pond manuring	gut metagenome	10254311.0	1671015.0	9305734.0	470.0	3.648686023	86.12629143	72.0	3.584038243	19.33208841	1265.0	4.468329425158517	187.8371037153595	1260.0	4.46726265857876	187.5975741909681	243.0	4.451354955862018	51.532381454964465	Test
13114.mousseau.88.s001	Mousseau88.FIN.17	mousseau.88.s001	stool	EMP_Feces_mousseau_88_s001_a02_M_285	285	note applicable	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	5/26/16 13:05	not applicable	not applicable	Chernobyl vole feces mousseau.88.s001	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	17	not applicable	51.381883	30.037636	Chernobyl Microbiome project_LA	gut metagenome	7417403.0	30174.0	124118.0	317.0	5.2167083210000005	69.89812126	202.0	5.12431999	48.39645803	488.0	5.415481900472928	103.05935522040431	487.0	5.415120378331522	103.02417179834288	366.0	5.360442305557415	81.47165137735851	Test
13114.mousseau.88.s002	Mousseau88.FIN.18	mousseau.88.s002	stool	not applicable	not applicable	not applicable	not applicable	5E1_4_11_mousseau-88-s002-a02.mzML	5E1_4_11_mousseau-88-s002-a02	5.00	5E1	Bulk_201901_UCSD	Sample	Bulk	no	5/26/16 13:15	not applicable	not applicable	Chernobyl vole feces mousseau.88.s002	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	18	not applicable	51.384605	30.057874	Chernobyl Microbiome project_LA	gut metagenome	1983796.0	11756.0	35267.0	199.0	3.171624663	49.41993521	148.0	3.173905005	40.92211271	247.0	3.2790724572188714	59.585812829673394	247.0	3.2790724572188714	59.585812829673394	246.0	3.2890815478297317	59.54846259975443	Test
13114.mousseau.88.s003	Mousseau88.FIN.22	mousseau.88.s003	stool	EMP_Feces_mousseau_88_s003_a02_M_294	294	note applicable	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	5/27/16 11:55	not applicable	not applicable	Chernobyl vole feces mousseau.88.s003	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	22	not applicable	51.385139	30.038926	Chernobyl Microbiome project_LA	gut metagenome	4135265.0	27724.0	58640.0	246.0	4.975548441	56.88271425	155.0	4.905724601	36.89981178	353.0	5.243772281027699	79.76993718367454	353.0	5.243772281027699	79.76993718367454	274.0	5.217926786955198	62.25063834834714	Test
13114.mousseau.88.s004	Mousseau88.FIN.24	mousseau.88.s004	stool	not applicable	not applicable	not applicable	not applicable	5F1_4_26_mousseau-88-s004-a02.mzML	5F1_4_26_mousseau-88-s004-a02	5.00	5F1	Bulk_201901_UCSD	Sample	Bulk	no	5/27/16 12:27	not applicable	not applicable	Chernobyl vole feces mousseau.88.s004	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	24	not applicable	51.385139	30.038926	Chernobyl Microbiome project_LA	gut metagenome	68990.0	478.0	705.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	44.0	3.7563846902303166	17.147145474111312	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test
13114.mousseau.88.s005	Mousseau88.FIN.27	mousseau.88.s005	stool	not applicable	not applicable	not applicable	not applicable	5F9_4_37_mousseau-88-s005-a02.mzML	5F9_4_37_mousseau-88-s005-a02	5.00	5F9	Bulk_201901_UCSD	Sample	Bulk	no	5/27/16 12:30	not applicable	not applicable	Chernobyl vole feces mousseau.88.s005	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	27	not applicable	51.390412	30.072309	Chernobyl Microbiome project_LA	gut metagenome	5374869.0	19083.0	79706.0	258.0	5.405052078	60.21792985	193.0	5.39736836	46.74159084	369.0	5.55840095075755	82.86189119009055	369.0	5.55840095075755	82.86189119009055	332.0	5.549492361951435	77.59870459212675	Train
13114.mousseau.88.s006	Mousseau88.FIN.29	mousseau.88.s006	stool	not applicable	not applicable	not applicable	not applicable	5G1_4_41_mousseau-88-s006-a02.mzML	5G1_4_41_mousseau-88-s006-a02	5.00	5G1	Bulk_201901_UCSD	Sample	Bulk	no	5/27/16 12:37	not applicable	not applicable	Chernobyl vole feces mousseau.88.s006	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	29	not applicable	51.381883	30.037636	Chernobyl Microbiome project_LA	gut metagenome	3362020.0	18849.0	32641.0	275.0	4.929574577	61.39779363	179.0	4.895407321	44.19457467	346.0	5.0648420777517895	77.27419539265087	346.0	5.0648420777517895	77.27419539265087	305.0	5.059035409703512	70.7585531262796	Train
13114.mousseau.88.s007	Mousseau88.FIN.30	mousseau.88.s007	stool	not applicable	not applicable	not applicable	not applicable	5E3_4_14_mousseau-88-s007-a02.mzML	5E3_4_14_mousseau-88-s007-a02	5.00	5E3	Bulk_201901_UCSD	Sample	Bulk	no	5/27/16 12:41	not applicable	not applicable	Chernobyl vole feces mousseau.88.s007	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	30	not applicable	51.381883	30.037636	Chernobyl Microbiome project_LA	gut metagenome	2138357.0	11168.0	23373.0	194.0	5.190391994	47.44832971	160.0	5.207788451	41.60997315	247.0	5.383215664084785	59.4552162846651	247.0	5.383215664084785	59.4552162846651	246.0	5.381268292478849	59.212374698194466	Train
13114.mousseau.88.s008	Mousseau88.FIN.31	mousseau.88.s008	stool	EMP_Feces_mousseau_88_s008_a02_M_295	295	note applicable	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	5/27/16 12:45	not applicable	not applicable	Chernobyl vole feces mousseau.88.s008	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	31	not applicable	51.381883	30.037636	Chernobyl Microbiome project_LA	gut metagenome	6070729.0	23570.0	40981.0	266.0	5.136426656	59.33672206	188.0	5.093250507	44.70181057	372.0	5.2542693223733865	81.10331317130341	372.0	5.254269322373387	81.10331317130341	305.0	5.276681336993326	67.90340429218351	Test
13114.mousseau.88.s009	Mousseau88.FIN.33	mousseau.88.s009	stool	not applicable	not applicable	not applicable	not applicable	5F5_4_31_mousseau-88-s009-a02.mzML	5F5_4_31_mousseau-88-s009-a02	5.00	5F5	Bulk_201901_UCSD	Sample	Bulk	no	5/27/16 14:40	not applicable	not applicable	Chernobyl vole feces mousseau.88.s009	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	33	not applicable	51.162931	30.001612	Chernobyl Microbiome project_LA	gut metagenome	3882824.0	11406.0	24234.0	213.0	5.172772817	55.41055443	167.0	5.132229811	45.87022895	279.0	5.394118083917321	70.28716194476577	279.0	5.394118083917321	70.28716194476577	275.0	5.400305860284755	69.39825098901633	Test
13114.mousseau.88.s010	Mousseau88.FIN.45	mousseau.88.s010	stool	not applicable	not applicable	not applicable	not applicable	5E5_4_17_mousseau-88-s010-a02.mzML	5E5_4_17_mousseau-88-s010-a02	5.00	5E5	Bulk_201901_UCSD	Sample	Bulk	no	5/27/16 15:46	not applicable	not applicable	Chernobyl vole feces mousseau.88.s010	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	45	not applicable	51.212497	30.211561	Chernobyl Microbiome project_LA	gut metagenome	1388356.0	6787.0	14735.0	222.0	5.470157537	53.36605473	188.0	5.40965684	47.43172448	280.0	5.623214908625076	67.21655147786214	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test
13114.mousseau.88.s011	Mousseau88.FIN.50	mousseau.88.s011	stool	not applicable	not applicable	not applicable	not applicable	5E6_4_18_mousseau-88-s011-a02.mzML	5E6_4_18_mousseau-88-s011-a02	5.00	5E6	Bulk_201901_UCSD	Sample	Bulk	no	5/27/16 16:11	not applicable	not applicable	Chernobyl vole feces mousseau.88.s011	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	50	not applicable	51.212497	30.211561	Chernobyl Microbiome project_LA	gut metagenome	49876414.0	3685058.0	4429318.0	1372.0	5.704162237999999	202.5291808	310.0	5.516313192999999	61.89888223	3013.0	5.2058681675557335	442.1479369881008	3010.0	5.205853472999873	441.90750715402487	496.0	5.078028136386356	112.70102427764505	Test
